2294.jpg,0.0238545964276225
2304.jpg,0.030907085163005433
2501.jpg,0.06737525505775
456.jpg,0.016770338270863355
3055.jpg,0.020270444655310936
3539.jpg,0.6324682071785142
4995.jpg,0.011083312376813276
3909.jpg,0.04963586214776904
1099.jpg,0.03157235492652384
2706.jpg,0.3272910593341078
3896.jpg,0.04321530919947416
918.jpg,0.0321012646673871
4697.jpg,0.015419772239539102
3560.jpg,0.013060206939238672
1629.jpg,0.6630876076320211
4575.jpg,0.7212202775752475
487.jpg,0.024420719612972614
224.jpg,0.045387513089767254
56.jpg,0.04661316737529537
2656.jpg,0.04803400498109584
1924.jpg,0.014315538323889055
70.jpg,0.40360417660465364
7.jpg,0.014134658801629493
1.jpg,0.05629248388290517
158.jpg,0.9700376669329985
0.jpg,0.014097410355079946
3300.jpg,0.26347099874156277
1740.jpg,0.03832734892331479
3301.jpg,0.061086353835955176
2891.jpg,0.7061662959632767
